v_code	v_name	v_addr	lat0	lng0
hct	hopman cup memberships	  perth wa	-31.948412	115.852154
hor	hordern pavilion	driver ave (next to entertainment quarter)  moore park  nsw	-33.894350	151.227020
hrf	hornsby - rofe park	galston road   hornsby nsw	-33.687510	151.096790
hsr	hornsby rsl	4 high street  hornsby nsw	-33.704570	151.096570
hsw	horseworld sydney	191 maguires road  maraylya nsw	-33.622517	150.921185
hss 	horsham sound shell	dixon drive sawyer park horsham vic	-36.722680	142.201520
hrs	horsley park	(sydney international equestrian centre) saxony rd horsley park nsw	-33.841420	150.847720
hao	hot air balloon brisbane & o’reilly’s vineyard	261 queen street   gpo box 438 brisbane  brisbane qld	-27.470930	153.023500
hca	hot air balloon cairns	cnr spence street & the esplanade po box 5115  surfers paradise qld	-28.028790	153.431610
hbg	hot air balloon gold coast	cnr gold coast highway & beach road po box 7428 gold coast mail centre   surfers paradise  qld	-28.037760	153.432430
hsb	hot shots paintball	895 granite rd  anakie vic	-37.881890	144.283800
hsp	hot shots photography	corner of wollongong and kembla streets  fyshwick act	-35.325910	149.179010
had	hotel diana	12 annerley st  woolloongabba  qld	-27.486790	153.029130
hgh	hotel grand chancellor hobart	hotel grand chancellor 1 davey st hobart tas	-42.885360	147.327870
hlr	hotel realm	18 national circuit  barton act	-35.311736	149.132680
wmh	hotel watermark	3032 gold coast highway (cnr hamilton ave)  surfers paradise qld	-28.006600	153.428180
hwp	howard park	scotsdale rd  denmark wa	-34.940056	117.356165
hvn	howard vineyard	lot 1 bald hills road  nairne sa	-35.042750	138.897240
heq	hoyts cinema - entertainment quarter	lang road  moore park nsw	-33.894780	151.230530
hts	hoyts cinemas	    sydney  	-33.873650	151.206890
cig	hoyts george st	505 george street  sydney nsw	-33.875200	151.206450
hqa	hq adelaide	1 north terrace  adelaide sa	-34.922430	138.587770
huh	hughenden hotel	14 queen st  woollahra  nsw	-33.888966	151.233498
hlo	hugo's lounge	31 bayswater rd  kings cross nsw	-33.875060	151.223940
hlm	hummer limousines experience	mobile business they come to you  melbourne vic	-37.813610	144.963060
hln	hummer limousines experience	mobile business they come to you  sydney nsw	-33.873650	151.206890
whc	hungarian community centre	760 boronia road  wantirna vic	-37.848050	145.219380
nrm	hunter room	290 king street  newcastle nsw	-32.927800	151.772328
nhs	hunter street mall newcastle	shop 44c 168 -170 hunter street mall (thorn & market st)  newcastle nsw	-32.926720	151.779410
htb	hunter theatre broadmeadow	cameron st  broadmeadow nsw	-32.924910	151.725860
nwe	hunter valley gardens	corner of broke rd & mcdonalds rd  pokolbin  nsw	-32.773190	151.300840
hvj	hunter valley grammar school	norfolk dr  ashtonfield  nsw	-32.772716	151.600060
hvy	hunter vineyard tours	26 mount view road cessnock hunter valley nsw	-32.851220	151.290360
hun	huntingdale golf club	windsor avenue oakleigh south melbourne vic	-37.912260	145.098700
hqh	huon quays	the domain  hobart tas	-42.865320	147.323950
hec	hurstville entertainment centre	macmahon street  hurstville nsw	-33.964880	151.102340
hvo	hurstville oval	dora st  hurstville nsw	-33.958700	151.095960
hur	hurstville-illawarra catholic club	woodville street  hurstville nsw	-33.965230	151.103380
gcm	hyatt regency coolum	warren road coolum beach  qld	-26.528450	153.090680
hrp	hyatt regency hotel perth	99 adelaide terrace  perth wa	-31.960570	115.873710
hys	hyatt regency sanctuary cove	manor circle sanctuary cove resort gold coast qld	-27.852990	153.359680
hps	hyde park	cnr park and college streets  sydney nsw	-33.873450	151.212312
hyd	hyde park barracks	queens square macquarie street sydney nsw	-33.863230	151.212900
hph	hyde park hotel	331 bulwer street  west perth wa	-31.938220	115.857410
hpn	hyde park north	  sydney nsw	-33.873650	151.206890
hdq	hyperdome	bryants road  loganholme qld	-27.664690	153.184330
icc	icc sydney exhibition centre	darling drive sydney  nsw	-33.873192	151.198439
syi	icc sydney theatre at darling harbour	darling drive  sydney nsw	-33.873192	151.198439
ibm	icebar melbourne	319 brunswick street fitzroy  melbourne vic	-37.797589	144.978343
iwb	iceworld boondall	2304 sandgate road  boondall qld	-27.340320	153.057100
ift	illawarra fly treetop adventures	jamberoo mountain rd knights hill   nsw	-34.629194	150.684024
ipa	illawarra performing arts centre	32 burelli street  wollongong nsw	-34.426300	150.898440
iap	illawarra regional airport	illawarra regional airport  albion park rail  nsw	-34.549438	150.785251
iwl	illawarra wests leagues	hargreaves street  ununderra nsw	-34.451890	150.842500
x-imb	imb theatre	illawara performing arts centre 32 burelli st wollongong  nsw	-34.426300	150.898440
imb	imb theatre	32 burelli street  wollongong nsw	-34.426300	150.898440
imt	immersion theatre q station manly	north head scenic dr  manly nsw	-33.813310	151.297600
x-ind	independent theatre	269 miller st  north sydney nsw	-33.833260	151.208120
ino	indooroopilly interchange	indooroopilly bus interchange c station road indooroopilly shopping centre indooroopilly qld	-27.497830	152.972550
inf	inferno	19-23  kay street traralgon vic	-38.194770	146.536290
ish	ingham shire hall	25 lannercost st   ingham qld	-18.651070	146.154230
hra	intercontinental adelaide	north terrace  adelaide sa	-34.921280	138.604160
ica	intercontinental adelaide	north terrace  adelaide sa	-34.921280	138.604160
ict	international college of management	151 darley road  manly nsw	-33.804520	151.294760
ilj	ipswich - len johnson oval	len johnson oval   qld	-20.917570	142.702800
lip	ipswich - limestone park	griffith road entrance  ipswich qld	-27.614090	152.758470
ipc	ipswich circuit queensland raceway	   qld	-20.917570	142.702800
ich	ipswich civic centre	limestone & nicholas streets  ipswich qld	-37.245120	145.495260
itc	ipswich turf club	219 brisbane road  bundamba qld	-27.615268	152.804340
isl	island source lot	104 willoughby road pennesaw kangaroo island  south australia	-35.775240	137.214240
rmk	isuzu arena - rymill park	bartels road  adelaide  sa	-34.922446	138.610952
eca	italianicious espresso company australia	unit 3 2 niangala close (opposite the supa centre) belrose nsw	-33.739450	151.209910
iab	ithaca auditorium brisbane town hall	  brisbane qld	-27.470930	153.023500
ivn	iventure card australia - nsw	  sydney nsw	-33.873650	151.206890
ivq	iventure card australia - qld	  brisbane  qld	-27.470930	153.023500
ivt	iventure card australia - tas	  hobart  tas	-42.830850	147.374620
ivv	iventure card australia - vic	  melbourne  vic	-37.813610	144.963060
irc	ivory's rock conference centre	mt flinders road  peak crossing qld	-27.773670	152.764120
ivy	ivy	320/330 george st (02) 9240 3000 sydney nsw	-33.866630	151.207260
iwa	iwaki auditorium	abc southbank centre 120 southbank blvd (cnr southbank blvd & sturt streets) melbourne vic	-37.823780	144.966260
lex	jack smiths lane lexton	jack smiths lane lexton  victoria	-37.301090	143.474330
jal	jalbrook estate	lot 1 jayes road  balingyup wa	-33.783090	115.980830
jam	jam gallery	195 oxford st (02) 9389 2485 bondi junction nsw	-33.892256	151.249230
jcs	james craig (sydney heritage fleet)  wharf 7 pirrama road pyrmont	pirrama road  pyrmont nsw	-33.866210	151.194630
jcc	jannali community centre	cnr  jannali ave & mary st  jannali nsw	-34.016360	151.065090
jcd	jason coleman's ministry of dance	64 sutton street  north melbourne vic	-37.791240	144.937220
tgv	jazzgroove summer festival pass	access to all performances at venue 505 the gaelic club and the tom mann theatre  nsw	-31.253220	146.921100
jca	jenolan caves	jenolan caves road  jenolan caves nsw	-33.800210	150.027850
jfs	jet flight simulator	3078 surfers paradise blvd  surfers paradise  qld	-28.004670	153.428880
jew	jewel caves	jewel caves road  deepdene western australia	-34.273844	115.098327
jba	jimbour amphitheatre	86 jimbour station road  jimbour qld	-26.977060	151.246160
jds	jimmy deans south adelaide football club	1 lovelock drive  noarlunga downs  sa	-35.142792	138.496399
jmh	jindabyne memorial hall	  jindabyne nsw	-36.414790	148.611020
jsp	joan sutherland centre	597 high street   penrith  nsw	-33.751370	150.690290
opr	joan sutherland theatre sydney opera house	bennelong point  sydney nsw	-33.839560	151.075350
jwe	joe's waterhole hotel	85 memorial drive  eumundi qld	-26.476520	152.951770
jbt	john batman theatre	melbourne convention centre corner spencer street and flinders street melbourne vic	-37.818220	144.965060
jcf	john coles fly fishing	north balgowlah  northern beaches and blue mountains nsw	-33.650650	150.442830
jct	john curtin college theatre	90 ellen street  fremantle wa	-32.048630	115.756220
jdl	john dunmore lang place canberra	king edward terrace  canberra act	-35.299490	149.131720
x-joo	joondalup pines	edith cowan university 100 joondalup drive joondalup wa	-31.749900	115.773820
jsa	joy shepherd performing arts centre	26 bay view terrace  mosman park wa	-32.004940	115.767959
jpa	jubiliee pavilion	adelaide showground rose terrace wayville sa	-34.941810	138.592550
vjudithwc	judith wright centre	420 brunswick st (cnr berwick st)  fortitude valley qld	-27.459560	153.036410
jwc	judith wright centre of contemporary arts	420 brunswick st (cnr berwick st)  fortitude valley qld	-27.459560	153.036410
tjc	jupiters casino townsville	sir leslie thiess drive  townsville qld	-19.253590	146.826160
cjg	jupiters hotel & casino	broadbeach island broadbeach gold coast qld	-28.031980	153.428320
jup	jupiters hotel & casino gold coast	broadbeach island gold coast hwy  broadbeach qld	-28.028650	153.429910
jpe	juravon park equestrian centre	1748 gisborne-melton rd  kurunjang vic	-37.650223	144.602544
jbh	jurien boat harbour	breakwater drive   wa	-30.289650	115.046130
jla	jward lunatic asylum ghost tour victoria	meet at j ward girdlestone street  ararat vic	-37.279584	142.933704
vmk	k shed queen victoria market	513 elizabeth street  melbourne  vic	-37.806910	144.959470
kpa	kalamunda performing arts centre	48 canning road   kalamunda wa	-31.976580	116.056940
ewp	kalgoorlie  - edwards park	   wa	-27.672820	121.628310
klt	kallangur tavern	1517 anzac avenue  kallangur qld	-27.250310	153.000880
skm	kardinia park	moorabool street  geelong  vic	-38.153370	144.357870
kardinprk	kardinia park	moorabool street  geelong vic	-38.153370	144.357870
kph	karnak playhouse	upper whyanbeel road  miallo qld	-16.399920	145.381290
bkl	karova lounge ballarat	cnr fiels & camp sts  ballarat vic	-37.562110	143.856150
kar	karratha - tambrey oval	tambrey drive  karratha wa	-20.742360	116.805100
krt	kartatak raceway	40-50 arncliffe st  arncliffe nsw	-33.931990	151.151620
ktg	katanning shire gallery	austral terrace  katanning  wa	-33.690149	117.556050
ktn	katanning town hall	16-24 austral terrace  katanning wa	-33.690138	117.554137
kat	katoomba rsl	82-86 lurline st  katoomba nsw	-33.718767	150.312474
ksg	katoomba showgrounds	orient street  katoomba nsw	-33.705000	150.318210
kwc	kawana community hall	nanyima street  buddina qld	-26.699090	153.132660
kay	kay street entertainment complex	21 - 23 kay st  traralgon vic	-38.194770	146.536290
ksc	kedron wavell services club	375 hamilton road  chermside qld	-27.386230	153.035110
kel	kelly’s café panthers	mulgoa road   penrith nsw	-33.757895	150.675691
kra	ken rosewall arena	rod laver dr sydney olympic park  sydney nsw	-33.855560	151.072551
bun	kendal slates bundaberg	  bundaberg qld	-24.864960	152.348650
khm	kermont hall – morwell	cnr princes dr & monash way  morwell vic	-38.239120	146.422890
hpb	keystone festival bar - hyde park barracks	hyde park barracks corner of macquarie and price albert road sydney nsw	-33.871650	151.089220
kgv	kgv recreation centre	cumberland st  the rocks nsw	-33.859810	151.206770
kmh	kilcoy memorial hall	mcauley & kennedy streets  kilcoy qld	-26.941170	152.563890
krg	killarney recreation grounds	willow street  killarney qld	-28.342130	152.292840
kin	kindred studios	212a whitehall street  yarraville vic	-37.811751	144.900737
kep	king edward park	ordenance road newcastle newcastle nsw	-32.931940	151.780430
romeojul04	king edward park newcastle	york drive  newcastle nsw	-32.933700	151.779760
spq	king george square brisbane	adelaide st  brisbane qld	-27.352253	153.044128
kth	kingaroy town hall	glendon street  kingaroy qld	-26.541950	151.837780
kbr	kingfisher bay resort	pmb 1 urangan  hervey bay qld	-25.281540	152.900780
kbp	kings beach park	de vene avenue  kings beach qld	-26.802130	153.142550
x-kin	kings park and botanic garden	fraser ave  west perth wa	-31.953970	115.844460
kpk	kings parking	   nsw	-31.253220	146.921100
knw	kingscote wharf	kangaroo island     south australia	-35.775240	137.214240
ksp	kingsford-smith park	bentinck street  ballina nsw	-28.865280	153.565810
kbf	kingston butter factory	200 jacaranda avenue kingston brisbane  qld	-27.655140	153.113600
vkingston	kingston city hall	(formerly moorabbin town hall) 985 nepean highway moorabbin vic	-37.933780	145.035980
kng	kingston heath golf club	kingston rd  cheltenham vic	-37.955440	145.095870
krp	kingston park raceway	20 mudgee st  kingston qld	-27.671119	153.115572
nle	kirkton road lower belford (hunter valley region)	kirkton road (hunter valley region)  lower belford nsw	-32.609910	151.294850
kak	kit & kaboodle supper club	33-37 darlinghurst rd  kings cross nsw	-33.873430	151.223770
kdw	knee deep winery	160 johnson rd  wilyabrup wa	-33.749234	115.045592
kcc	knox cultural centre	knox cultural centre knox grammar school pacific highway nsw	-33.718863	151.113405
bboonahlu0	kooroomba vineyard	168 bells rd via boonah  mt alford qld	-28.064440	152.595430
koo	kooyong stadium	489 glenferrie road  kooyong vic	-37.839070	145.032280
kos	kosmopolitan	level 1/14 star crcs  docklands vic	-37.811997	144.936524
vkryalcast	kryal castle	western highway  ballarat vic	-37.552240	143.998480
kul	kulkurt volcano crater	kulkurt road  tatyoon vic	-37.562430	142.972640
kun	kununurra - polocross grounds	polocross grounds off ivanhoe rd kununurra wa	-15.741200	128.718770
kpc	kurri burri polo club	226 edwards road  richmond nsw	-33.569510	150.748413
kpt	kyabram plaza theatre	243 allan st  kyabram vic	-36.313160	145.049100
vic	kyneton showgrounds	mollison street  kyneton vic	-37.248570	144.453350
lwb	l’unica reception & convention centre	476 brunswick road  west brunswick vic	-37.774420	144.938380
